intitulé,catégorie,entreprise,localisation,type_contrat,temps_contrat,date_publication,url,salaire_min,salaire_max,salaire,description
Poseur/poseuse de salle de bains (H/F),Trade & Construction Jobs,R.PROJET BAT,Bourgogne-Franche-Comté,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBXZ,,,11.88,"Nous sommes une très petite entreprise spécialisée dans la rénovation tout corps d'état. Basée à Montferrand-le-Château, notre passion pour la rénovation de qualité et notre engagement envers la..."
RESPONSABLE DE LOCATION H/F,Sales Jobs,ADEQUAT INTERIM ET RECRUTEMENT,Pays de la Loire,Intérim,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCLR,,,1833.0,Notre agence Adéquat des Herbiers recrute des nouveaux talents : RESPONSABLE DE LOCATION H/F chez notre client spécialisé dans le secteur d'activité de la location et location-bail de machines et...
Téléconseiller / Téléconseillère,Sales Jobs,ADELYCE,Occitanie,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCLG,,,12.2,"Téléconseiller (H/F)


Adelyce, la petite boîte qui monte

Editeur français, indépendant, basé à Toulouse, Adelyce est leader du pilotage de la masse salariale publique.
Avec une offre Saas originale..."
Conseiller vendeur (H/F),Sales Jobs,ORANGE,Occitanie,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCHY,,,35.0,"Bienvenue chez Orange Store, une entreprise dynamique et innovante qui fait partie des Meilleurs Employeurs de France 2023 !

Rejoignez les 3000 conseillers(ères) de vente, répartis dans plus de 300..."
Boulanger / Boulangère,Sales Jobs,LE THEATRE DU PAIN,Grand Est,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCHP,,,39.0,"Vous travaillerez en tant que boulanger dans le cadre d'un CDI à temps complet dans notre boulangerie a metz centre

Rigoureux et organisé, vous êtes idéalement expérimenté et issu du domaine de..."
Vendeur / Vendeuse buraliste (H/F),Sales Jobs,89 - SENS,Bourgogne-Franche-Comté,CDI,Temps partiel,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCHC,,,11.88,"Nous recherchons un/e Vendeur / Vendeuse buraliste pour notre établissement. Sous la responsabilité du gérant, vous aurez pour missions :
- Accueillir et renseigner les clients
- Réaliser la vente..."
Caissier / Caissière     (H/F),Sales Jobs,INTERMARCHE,Occitanie,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCCC,,,11.88,"Au sein de notre supermarché vous aurez en charge l'enregistrement des ventes et l'encaissement des produits et articles.

Travail lundi au samedi pas de travail le dimanche (SAUF période..."
Boulanger/Boulangère (H/F),Sales Jobs,LEKLA GARCHES,Île-de-France,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCBM,,,3200.0,"Rejoignez notre boulangerie-pâtisserie artisanale à Garches (92)? nous sommes à la recherche d'un (e) boulanger(ère)dans un environnement moderne et convivial, où l'excellence des produits et la..."
Responsable de Rayon  H/F (H/F),Sales Jobs,ANIMALIS,Nouvelle-Aquitaine,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBZZ,,,1880.0,"Nous recherchons activement pour notre magasin à MERIGNAC un ou une Responsable de Rayon en animalerie.

Vos futures missions : 

 * Vous accompagnerez le client dans sa recherche de produit et de..."
Vendeur en animalerie H/F (H/F),Sales Jobs,ANIMALIS,Nouvelle-Aquitaine,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBZC,,,1802.0,"Nous recherchons activement pour notre magasin à MERIGNAC un ou une Vendeur(se) en animalerie.

Vos futures missions : 

 * Vous accompagnerez le client dans sa recherche de produit et de service au..."
Boucher (H/F) -  Contrat durant les vacances de Noël,Sales Jobs,RUELLAN PERE ET FILS TRAITEUR,Bretagne,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBYZ,,,3205.0,"RUELLAN TRAITEUR recherche un boucher (H/F) pendant les vacances de Noël. 
Vous travaillerez en équipe avec le boucher en poste et les cuisinier(es)."
Employé polyvalent / Employée polyvalente de libre-service,Sales Jobs,ACTION,Normandie,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBXR,,,11.88,"Vos missions : 

- mise en rayon des différents produits
- caisse
- entretien du magasin"
Vendeur / vendeuse en boulangerie (H/F),Sales Jobs,BONNIN FRERES,Pays de la Loire,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBWV,,,12.0,"Horaires en continu matin ou après-midi
Secteur angles
Travail en binôme
35 h semaine 
Tâches : 
- ouverture et  fermeture caisse
- passage des commandes journalières
- entretien de la salle et de la..."
Vendeur en chocolaterie (H/F),Sales Jobs,MAKDAMIA,Île-de-France,CDI,Temps partiel,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBVK,,,1029.6,"Dans une boutique à proximité de la Tour Eiffel, vos missions principales seront: 

- Réaliser des ventes du chocolats et macarons à la clientèle (majoritairement étrangère) 
- Procéder à..."
Chef de projet Signalisation Ferroviaire H/F,Sales Jobs,NGE,Île-de-France,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBVG,,,35000.0,"Intégrer TSO Signalisation, c'est rejoindre une filiale du Groupe NGE en plein essor spécialisée en génie civil et électrique de signalisation, agents SE, télécoms et signalisation mécanique.

En..."
Vendeur / Vendeuse en prêt-à-porter (H/F),Sales Jobs,A L'OMBRE DES MARQUES,Pays de la Loire,CDI,Temps partiel,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBTP,,,21622.0,"Pour notre magasin d'Angers nous recrutons un(e) Conseiller(ère) de Vente en prêt-à-porter en CDI en temps partiel 30h/semaine, poste à pourvoir au 23/12/2024.

Salaire variable en fonction du..."
Responsable Libre-Service (H/F),Sales Jobs,POINT P,Île-de-France,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBSN,,,2100.0,"POINT P recrute un/une Responsable Libre-Service

 Rejoignez notre équipe en tant que Responsable du libre-service !

Vous êtes passionné par le commerce et l'animation d'équipe ? Ce poste est fait..."
apprenti boulanger H/F,Sales Jobs,DEUX AMIS,Provence-Alpes-Côte d'Azur,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBSB,,,35.0,"Fabrication pains, pains spéciaux.
Possibilité de débuter à partir de 5h du matin.
Vous préparez le CAP Boulangerie"
CHARCUTIER (H/F),Sales Jobs,2A - BASTELICA,Corse,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBQY,,,1802.0,"Au sein d'une équipe d'environ 5 personnes, vous effectuerez les différentes étapes de fabrication de la charcuterie Corse (salage, découpe, embossage...) et de découpe de viande de boucherie."
Animateur Commercial (h/f),Sales Jobs,ADECCO,Bourgogne-Franche-Comté,Intérim,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBPS,,,11.88,"Nous sommes à la recherche d'un/e animatrice pour prendre des photos du père noël et des enfants avec un appareil photo polaroid.   


Lieu : Auchan Chatillon sur Seine
Dates : samedi 14 décembre..."
Boucher / Bouchère,Sales Jobs,ZOUHRI MARKET,Provence-Alpes-Côte d'Azur,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBPR,,,2200.0,"Au sein de notre boucherie traditionnelle artisanale orientale, vos missions : 
- réception et contrôle de la viande
- désossage, découpage et mise en rayon
- réaliser des préparations orientales
-..."
Interprète et traducteur bilingue  Arabe/ Français (H/F),"PR, Advertising & Marketing Jobs",AFG INTERPRETARIAT,Île-de-France,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JZFL,,,2200.0,"Dans le cadre du développement de notre activité, nous sommes à la recherche d'un(e) interprète/traducteur Arabe/ Français (H/F)
Vous avez des connaissances de la culture et de la société de pays..."
CDD - Master Content Face Care - YVES ROCHER (H/F),"PR, Advertising & Marketing Jobs",Groupe YVES ROCHER,Île-de-France,CDD,Temps partiel,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JYBG,,,37000.0,"Voulez-vous faire partie d'une entreprise à mission qui reconnecte les femmes & les hommes à la Nature ?

Prêt(e) à découvrir une nouvelle opportunité au sein du Groupe Rocher ?
Rejoignez la marque..."
Chargé / Chargée de communication (H/F),"PR, Advertising & Marketing Jobs",MJC,Provence-Alpes-Côte d'Azur,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JXXS,,,2037.75,"Le/La Chargé(e) de communication met en place des plans d'action afin de valoriser l'image de l'association, augmenter sa visibilité sur le territoire et développer la notoriété de ses projets, dans..."
CHARGE DE COMMUNICATION (H/F),"PR, Advertising & Marketing Jobs",MAIRIE CREIL,Hauts-de-France,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JXNS,,,37.0,"Les médiathèques de la ville de Creil recherche un-e Chargé.e de communication pour remplacement de conges maternité.

Le Chargé de la communication (H/F) des Médiathèques conçoit des documents de..."
Chargé de communication F/H,"PR, Advertising & Marketing Jobs",Synergie,Occitanie,Intérim,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JWWV,,,35000.0,"Notre client, acteur incontournable du transport aérien sur la région Toulousaine, est à la recherche d'un.e Chargé-e de Communication Interne et Institutionnelle (F/H) pour un poste à pourvoir en..."
Chef d'équipe / Team Leader (H/F),"PR, Advertising & Marketing Jobs",BIHR,Grand Est,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JWJX,,,35.0,"Rattaché(e) à l'Outbound Manager, votre mission principale consiste à manager les équipes logistiques dédiées aux activités d'expédition, emballage, palettisation et contrôle dans l'objectif de..."
INTERPRÈTE & TRADUCTEUR KURDE/IRAQUIEN/SORANI/FRANCAIS (H/F),"PR, Advertising & Marketing Jobs",AFG INTERPRETARIAT,Île-de-France,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JVGV,,,2400.0,"Nous recherchons 2 interprètes 

Le candidat retenu devra faire preuve des compétences et qualités suivantes :
Connaissance des normes d'interpréterait et de la traduction
Excellent niveau en..."
Interprète et traducteur  Pachtou /Français (H/F),"PR, Advertising & Marketing Jobs",AFG INTERPRETARIAT,Île-de-France,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JVCM,,,2200.0,"Dans le cadre du développement de notre activité, nous sommes à la recherche de deux interprètes traducteur Pachtou /Français (H/F)
Vous avez des connaissances de la culture et de la société du pays..."
Chargé(e) de mission économique et de projet évènementiel (H/F),"PR, Advertising & Marketing Jobs",MAISON DE L ARTISAN,Occitanie,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JRYC,,,26000.0,"Sous la responsabilité hiérarchique et fonctionnelle du Secrétaire Général et du Président, vos principales missions sont :

Chargé(e) de Mission économique : 
- La conception et le suivi de projets..."
CHEF.FE DE PROJET (H/F),"PR, Advertising & Marketing Jobs",IMAGECORP,La Réunion,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JQDM,,,22000.0,"Vous avez envie de co-créer des cultures de marque pour impacter le monde ? Cette annonce est faite pour vous !
Imagecorp est à la recherche de son.a nouveau.elle chef.fe de projet.

Vous aurez en..."
Responsable de communication (H/F),"PR, Advertising & Marketing Jobs",REDIAB YLANG 976,Mayotte,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JQCW,,,2700.0,"Réseau diabète RédiabYlang 976 recherche un (e) responsable de communication. Le poste est à pourvoir immédiatement en CDI Temps plein (35 heures hebdomadaires).
Les missions :
- Etablir un plan de..."
Graphiste (H/F),"PR, Advertising & Marketing Jobs",972 - SCHOELCHER,Martinique,CDI,Temps plein,2024-12-11,https://candidat.pole-emploi.fr/offres/recherche/detail/185JPHM,,,35.0,"Dans le cadre de votre activité, vous serez amené à effectuer les missions suivantes : 
Crée tout ou partie d'éléments graphiques et visuels en vue de produire un document imprimé, audiovisuel ou..."
ALTERNANT GRAPHISTE (H/F),"PR, Advertising & Marketing Jobs",W4TCH,Île-de-France,CDD,Temps plein,2024-12-11,https://candidat.pole-emploi.fr/offres/recherche/detail/185JNRF,,,35.0,"1. PRESENTATION DE L'ENTREPRISE W4TCH TV :
Chez W4TCH TV, nous repoussons les frontières de l'innovation dans le domaine des médias et du divertissement numérique. Forts de plusieurs années..."
Journaliste juridique (F/H/X) (H/F),"PR, Advertising & Marketing Jobs",EDITIONS TECHNIQUES POUR L'AUTOMOBILE ET,Île-de-France,CDI,Temps plein,2024-12-11,https://candidat.pole-emploi.fr/offres/recherche/detail/185JLMJ,,,35.0,"Infopro Digital, groupe B2B spécialisé dans l'information et la technologie, recherche actuellement un(e) Journaliste juridique en CDI pour renforcer l'équipe rédaction d'Achatpublic.com...."
Chargé de Communication (h/f),"PR, Advertising & Marketing Jobs",ADECCO,Île-de-France,Intérim,Temps plein,2024-12-11,https://candidat.pole-emploi.fr/offres/recherche/detail/185JKVB,,,34000.0,"LHH Recruitment Solutions, cabinet de conseil en recrutement, intérim spécialisé, management de transition, et évaluation d'expert.e.s, cadres et dirigeant.e.s, recherche pour son client, un Chargé..."
Assistant communication (H/F),"PR, Advertising & Marketing Jobs",CAISSE ALLOCATIONS FAMILIALES VAL D'OISE,Île-de-France,CDI,Temps plein,2024-12-11,https://candidat.pole-emploi.fr/offres/recherche/detail/185JKDK,,,12.0,"Au sein de l'équipe dédiée à la communication (4 personnes), rattachée directement à la Direction Générale, vous apprendrez et participerez à toutes les actions de communication interne et externe...."
Chargé / Chargée de Communication et Marketing (H/F),"PR, Advertising & Marketing Jobs",CHATEAU MONTIFAUD,Nouvelle-Aquitaine,CDI,Temps plein,2024-12-11,https://candidat.pole-emploi.fr/offres/recherche/detail/185JJGP,,,3000.0,"Nous sommes à la recherche de notre prochain talent pour accompagner l'entreprise et ses 3 marques avec créativité et dynamisme !
Pour qui vous allez travailler ?  Le Château Montifaud, une..."
Régisseur / Régisseuse d'évènementiel (H/F),"PR, Advertising & Marketing Jobs",ALES AGGLOMERATION,Occitanie,CDD,Temps plein,2024-12-11,https://candidat.pole-emploi.fr/offres/recherche/detail/185JJFC,,,35.0,"Description du poste :
Alès Agglomération,  un territoire de 72 communes et 142 000 habitants, recherche un Régisseur Évènementiel dans le cadre de l'organisation des activités festives, sportives et..."
Pigiste journal en ligne sur Mulhouse et département 68 (H/F),"PR, Advertising & Marketing Jobs",INFORMATION-PLURALISME-DEBAT CITOYEN,Grand Est,CDI,Temps partiel,2024-12-11,https://candidat.pole-emploi.fr/offres/recherche/detail/185JHXS,,,54.0,"Vous êtes un-e passionné-e d'actualité, avec une sensibilité marquée pour les sujets sociaux et environnementaux. Vous êtes autonomes, et capables de vous organiser pour recueillir des informations..."
Chargé(e) de communication en alternance (H/F),"PR, Advertising & Marketing Jobs",BELLAVIDA,Île-de-France,CDD,Temps plein,2024-12-11,https://candidat.pole-emploi.fr/offres/recherche/detail/185JHWC,,,,"nous recherchons un(e) Chargé de communication (h/f) dans le cadre de la préparation d'une formation en Alternance - Diplôme de Niveau 5 « BTS Communication». 

Le poste : 
Vous concevez et organisez..."
Directeur.trice de Projets en Transformation Digitale (H/F),Consultancy Jobs,HERDIA,Île-de-France,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBBR,,,60000.0,"En tant que Directeur.trice de Projet en Transformation Digitale vous piloterez divers projets motivants et stratégiques pour nos clients :

Vous interviendrez en clientèle pour réaliser les..."
Chef.fe de projet Mobilité (H/F),Consultancy Jobs,MOVE IN,Bretagne,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JYVC,,,27600.0,"Pionnier dans l'industrie de la mobilité, le groupe Mobilitas est aujourd'hui l'un des leaders mondiaux grâce à une vision innovante portée par ses dirigeants depuis près d'un demi siècle. En gardant..."
Agent recenseur / Agente recenseuse (H/F),Consultancy Jobs,MAIRIE,Bretagne,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JYFH,,,35.0,"La commune de Thorigné-Fouillard recrute pour la période du 16 janvier au 15 février 2025, 14 agents recenseurs chargés de déposer puis de collecter chez les administrés les imprimés de recensement..."
Chargé(e) de justification des contrats de recherche / formation (H/F),Consultancy Jobs,UNIVERSITE DE STRASBOURG,Grand Est,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JXHY,,,37.0,"CDD 12 mois
Démarrage à compter du 1er février 2025
Affectation : Direction de la Recherche et de la formation Doctorale

--

Catégorie : B Corps/grade : Technicien
Statut : agent contractuel..."
1 conseiller.ère formateur.trice (H/F),Consultancy Jobs,BGE FRANCHE COMTE,Bourgogne-Franche-Comté,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JWJK,,,39.0,"BGE Franche-Comté recrute un conseiller.ère formateur.trice en accompagnement à la création et reprise d'entreprise pour son antenne de Belfort. 
 
MISSIONS 

Au sein de notre équipe, vous serez en..."
Agent recenseur / Agente recenseuse (H/F),Consultancy Jobs,COMMUNE DE VITRY SUR SEINE,Île-de-France,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JWHC,,,35.0,"Appel à candidatures : Agents recenseurs
Dans le cadre du recensement de la population, la mairie recrute des agents recenseurs pour effectuer l'enquête sur le terrain
Du 8 janvier au 24 février..."
Chargé de stratégie (H/F),Consultancy Jobs,CEAPIC,Île-de-France,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JTHF,,,1850.0,"CEAPIC est un laboratoire dynamique basé à SOISY SOUS MONTMORENCY (95), en plein développement, fournissant des prestations de contrôle de la qualité de l'air.

Nous recherchons un/une Chargé(e) de..."
Enquêteur (H/F),Consultancy Jobs,PARTNAIRE,Provence-Alpes-Côte d'Azur,Intérim,Temps partiel,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JSYZ,,,11.88,"Votre agence PARTNAIRE de Nice, acteur majeur dans le recrutement CDD/CDI/Intérim, recherche pour l'un de ses clients, entreprise nationale spécialisée dans les enquêtes de terrain, 5 enquêteurs..."
Chargé de mission RSE (H/F),Consultancy Jobs,SONERGIA,Provence-Alpes-Côte d'Azur,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JSXS,,,37.0,"Implantée à Marseille depuis 2009, SONERGIA s'est fixée pour objectif de rendre les économies d'énergie possibles. Notre rôle est de conseiller les consommateurs d'énergie (ménages, entreprises,..."
Consultant Maintien dans l'Emploi F/H à Chambéry (H/F),Consultancy Jobs,GROUPE JLO,Auvergne-Rhône-Alpes,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JSTM,,,39.0,"Le Groupe JLO, filiale du Groupe de Protection Sociale Apicil, est un cabinet de conseil en Ressources Humaines, expert des thématiques RH émergentes et de l'innovation sociale.
Acteur majeur du..."
Agent recenseur / Agente recenseuse,Consultancy Jobs,974 - STE SUZANNE,La Réunion,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JQTC,,,11.88,"Principales activités : 

- Collecter des informations ciblées des ménages
- Interroger le public à l'aide de questionnaires préétablis en mode interview
- Classer, ranger et remettre au..."
Chargé(e) de mission Développement de projets et animation (H/F),Consultancy Jobs,AGENCE LOCALE DE L'ENERGIE BRETAGNE SUD,Bretagne,CDD,Temps partiel,2024-12-11,https://candidat.pole-emploi.fr/offres/recherche/detail/185JNCS,,,1834.0,"ALOEN, l'Agence Locale de l'Energie et du Climat de Bretagne Sud, est une association loi 1901. Elle a été fondée en 2005 à l'initiative de Lorient Agglomération, de l'ADEME Bretagne et du Conseil..."
Responsable Opérationnel.le (H/F),Consultancy Jobs,ASSOCIATION UNIS-CITE,Provence-Alpes-Côte d'Azur,CDD,Temps plein,2024-12-11,https://candidat.pole-emploi.fr/offres/recherche/detail/185JLXF,,,2916.0,"Management d'équipe

Assurer l'encadrement, le suivi, le soutien de l'équipe de Coordinateur.ices d'Equipes et de Projets (9 salarié.e.s en charge de coordonner chacun.e 1 à 3 programmes d'engagement..."
Chef de projet Customer Success Performance H/F (H/F),Consultancy Jobs,LECTRA,Nouvelle-Aquitaine,CDD,Temps plein,2024-12-11,https://candidat.pole-emploi.fr/offres/recherche/detail/185JLGZ,,,30000.0,"Rattaché(e) à l'équipe Customer Success Performance, vous participez au suivi opérationnel de la performance des équipes Customer Success au Corporate et dans nos filiales (34 au travers le..."
RESPONSABLE D'INTERVENTION (H/F),Consultancy Jobs,ALSYMEX,Auvergne-Rhône-Alpes,CDI,Temps plein,2024-12-11,https://candidat.pole-emploi.fr/offres/recherche/detail/185JHCQ,,,35.0,"MISSIONS 
Le responsable d'intervention a la responsabilité de gérer, planifier et coordonner les interventions et chantiers chez les clients de son périmètre 
Vous serez intégré(e) à l'équipe..."
Charge de projets (H/F),Consultancy Jobs,PROMAN,Provence-Alpes-Côte d'Azur,Intérim,Temps plein,2024-12-11,https://candidat.pole-emploi.fr/offres/recherche/detail/185JGHT,,,14.05,"Le poste :
Votre agence PROMAN Brignoles recherche pour l'un de ses clients un chef de projets H/F. Vos missions consisteront à : -analyser les besoins relatifs aux dossiers confiés; 
-réaliser les..."
Responsable de la cellule conventions de formations F/H (H/F),Consultancy Jobs,UVSQ,Île-de-France,CDD,Temps plein,2024-12-11,https://candidat.pole-emploi.fr/offres/recherche/detail/185JDDH,,,2407.0,"Au sein de la Direction Transverse Formations et Vie Universitaire (DTFVU), vous travaillerez au sein d'une cellule en charge des conventions formations. La direction transverse regroupe l'ensemble..."
Chef de projets RSE (H/F),Consultancy Jobs,THALASSO N 1,Île-de-France,CDI,Temps plein,2024-12-11,https://candidat.pole-emploi.fr/offres/recherche/detail/185JCLH,,,2900.0,"Ôvoyages - Thalasso n°1 est un tour opérateur français, acteur majeur du tourisme au savoir-faire reconnu et indépendant depuis près de 25 ans. Chaque année, plus de 350 000 clients nous font..."
Technicien bureau d'études (H/F),Consultancy Jobs,MANPOWER,Auvergne-Rhône-Alpes,Intérim,Temps plein,2024-12-11,https://candidat.pole-emploi.fr/offres/recherche/detail/185JBMV,,,12.0,"Mon client est une société de fabrication d'outils coupants pour le bois: lames de scies (à rubans, circulaire acier, circulaire carbure, alternative, ... 
 
Rattaché au responsable département..."
Responsable commercial agence (H/F),Other/General Jobs,POINT P,Île-de-France,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBWC,,,2200.0,"POINT P recrute un/une Responsable commercial agence

Votre mission ? Être un véritable commerçant, animer l'équipe de vente au comptoir et garantir la satisfaction client ! 

Les Hommes
Animer et..."
Un(e) Directeur(trice) général(e) (H/F),Other/General Jobs,CC SUD ALSACE LARGUE,Grand Est,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JZCX,,,35.0,"A l'entrée du Sundgau, la communauté de communes Sud Alsace Largue vous ouvre les portes d'une Alsace authentique et préservée, aux frontières du territoire de Belfort et du Jura Suisse. Territoire..."
Responsable d'agence d'intérim (H/F),Other/General Jobs,CONSULT RH,Île-de-France,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JTVV,,,45000.0,"Consult Rh, cabinet de recrutement, recherche pour l'un de ses clients UN DIRECTEUR D'AGENCE D'INTERIM (F/H)

Dans le cadre de la création de l'agence, vous êtes en charge des missions suivantes :..."
Directeur / Directrice de centre de profit (H/F),Other/General Jobs,LES NOUVELLES ROUTINES,Île-de-France,CDI,Temps plein,2024-12-11,https://candidat.pole-emploi.fr/offres/recherche/detail/185JPTT,,,40000.0,"Rejoignez une enseigne dynamique et engageante, où la performance rime avec esprit d'équipe et satisfaction client !

Vous êtes un(e) leader dans l'âme, passionné(e) par le commerce et animé(e) par..."
DIRECTEUR DE CENTRE (H/F),Other/General Jobs,ALMO RH,Île-de-France,CDI,Temps plein,2024-12-11,https://candidat.pole-emploi.fr/offres/recherche/detail/185JKCV,,,40000.0,"Mission :
Vous êtes garant de la réalisation des objectifs économiques (chiffre d'affaires, marge, RI et stocks) du centre par le management et l'animation des équipes dans le respect des politiques..."
RESPONSABLE D'AGENCE BTP (H/F),Other/General Jobs,SOCIETE DE FORMATIQUE ET FINANCIERE,Grand Est,CDI,Temps plein,2024-12-11,https://candidat.pole-emploi.fr/offres/recherche/detail/185JKCJ,,,30000.0,"On a un bon plan pour votre carrière .... 
Vous êtes un pro du BTP, nous sommes des pro du recrutement, posons ensemble les fondations de votre carrière.
Nous vous proposons de prendre la direction..."
RESPONSABLE D'AGENCE (H/F),Other/General Jobs,SOCIETE DE FORMATIQUE ET FINANCIERE,Hauts-de-France,CDI,Temps plein,2024-12-11,https://candidat.pole-emploi.fr/offres/recherche/detail/185JHZC,,,25000.0,Devenez le pilier de notre équipe gagnante ! Le groupe Partnaire est à la recherche de son futur Capitaine d'Équipe Olympique en tant que Responsable d'agence (H/F) pour son agence de Wasquehal (59)...
RESPONSABLE D'AGENCE (H/F),Other/General Jobs,SOCIETE DE FORMATIQUE ET FINANCIERE,Grand Est,CDI,Temps plein,2024-12-11,https://candidat.pole-emploi.fr/offres/recherche/detail/185JHWZ,,,25000.0,Devenez le pilier de notre équipe gagnante ! Le groupe Partnaire est à la recherche de son futur Capitaine d'Équipe Olympique en tant que Responsable d'agence (H/F) pour notre future agence nucléaire...
RESPONSABLE D'AGENCE (H/F),Other/General Jobs,SOCIETE DE FORMATIQUE ET FINANCIERE,Hauts-de-France,CDI,Temps plein,2024-12-11,https://candidat.pole-emploi.fr/offres/recherche/detail/185JHSK,,,30000.0,Devenez le pilier de notre équipe gagnante ! Le groupe Partnaire est à la recherche de son futur Capitaine d'Équipe Olympique en tant que Responsable d'agence BTP (H/F) pour notre agence de Lille...
RESPONSABLE POLE INTERVENTIONS (H/F),Other/General Jobs,ALMO RH,Île-de-France,CDI,Temps plein,2024-12-11,https://candidat.pole-emploi.fr/offres/recherche/detail/185HZDT,,,60000.0,"Description de la mission

La Direction des Bâtiments et de l'Architecture assure les missions de construction et d'entretien du patrimoine de la collectivité. Pour y répondre, elle est composée de..."
Responsable d'agence de travail temporaire,Other/General Jobs,SOCIETE DE FORMATIQUE ET FINANCIERE,Pays de la Loire,CDI,Temps plein,2024-12-11,https://candidat.pole-emploi.fr/offres/recherche/detail/185HYNJ,,,30000.0,"Nous recherchons au sein du groupe Partnaire, un Responsable d'Agence (H/F) sur Le Mans (72) pour rejoindre notre agence ADEVA. 
Sous la bannière du Directeur Régional, vous prendrez en main la..."
Responsable d'agence de travail temporaire,Other/General Jobs,SOCIETE DE FORMATIQUE ET FINANCIERE,Auvergne-Rhône-Alpes,CDI,Temps plein,2024-12-11,https://candidat.pole-emploi.fr/offres/recherche/detail/185HYJH,,,30000.0,"On a un bon plan pour votre carrière ....!

Nous vous proposons de prendre la direction de notre agence de Clermont-Ferrand (63) dès que possible.

Après une intégration et des formations à notre..."
Responsable de sites Paris (H/F),Other/General Jobs,TINGARI,Île-de-France,CDI,Temps plein,2024-12-11,https://candidat.pole-emploi.fr/offres/recherche/detail/185HWMN,,,37000.0,"RESPONSABLE DE SITE H/F

Nous recherchons un Responsable de site avec la conviction que chaque personne a un potentiel unique et que nul n'est inemployable.  
Découvrez la mission que nous vous..."
