intitulé,catégorie,entreprise,localisation,type_contrat,temps_contrat,date_publication,url,salaire,description
Opérateur régleur en industrie (H/F),Industrie,AQUILA RH,Nouvelle-Aquitaine,Intérim,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCHF,35H Travail en journée Salaire brut : Annuel de 22000.0 Euros à 25000.0 Euros sur 12.0 mois,"Aquila RH Lot et Garonne est une agence de recrutement CDD, CDI et intérim sur les secteurs industriels, logistique, transport et BTP .
Nos Agences basées, depuis plus de 8 ans sur Marmande et Agen,..."
Conducteur de ligne de nuit (H/F),Industrie,PROMAN,Pays de la Loire,Intérim,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCGG,35H Travail en journée Salaire brut : Horaire de 11.88 Euros sur 12.0 mois,"Le poste :
Bienvenue chez PROMAN, première entreprise indépendante du travail temporaire en France. Constitué d'un réseau de 390 agences, nous proposons chaque jour des missions à plus de 50 000..."
Agent de fabrication (H/F),Industrie,PROMAN,Centre-Val de Loire,Intérim,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCGD,35H Travail en journée Salaire brut : Horaire de 11.88 Euros sur 12.0 mois,"Le poste :
Nous recherchons des opérateurs de production pour un de nos clients du secteur de l'éditique. De nombreux postes à pourvoir sur Blois, une belle opportunité, souvent recherchée! Vous êtes..."
Coordinateur Technique IT Junior (H/F),Informatique / Télécommunication,GROUPE VITAL,Nouvelle-Aquitaine,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBPQ,35H Autre Salaire brut : Annuel de 22000.0 Euros à 26000.0 Euros sur 12.0 mois,"Coordination des projets en cours et des équipes techniques 
- Recenser et centraliser les différentes informations auprès des parties prenantes
- Etablir et prioriser les tâches liées au projet..."
Chef de projet Junior International (H/F),Informatique / Télécommunication,GROUPE VITAL,Île-de-France,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBLC,35H Autre Salaire brut : Annuel de 22000.0 Euros à 26000.0 Euros sur 12.0 mois,Contexte Il s'agit de suivre l'avancement de projets de conformités informatiques avec les autorités règlementaires locales et françaises au niveau international. Vérifier et suivre le niveau de...
(H/F)Technicien informatique SAV,Informatique / Télécommunication,LYNX RH SERVICES,Occitanie,Intérim,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBFR,35H Travail en journée Salaire brut : Annuel de 25000.0 Euros à 25000.0 Euros sur 12.0 mois,"Lynx RH, partenaire de votre réussite professionnelle dans l'univers de l'informatique, recrute un(e) Technicien(ne) SAV pour le compte de son client, un laboratoire de remise en état de matériel..."
TECHNICIEN(NE) EXPLOITATION (H/F),Informatique / Télécommunication,VADEMI,Île-de-France,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JZYJ,35H Travail en journée Salaire brut : Annuel de 25000.0 Euros à 30000.0 Euros sur 12.0 mois,"Compétences techniques 
OS Windows - Confirmé - Impératif
Virtualisation Windows - Confirmé - Impératif
OS Linux Ubuntu - Confirmé - Important
Réseau - Confirmé - Souhaitable

Description détaillée..."
Tech Lead Java - Montreuil (H/F),Informatique / Télécommunication,CIORANE,Île-de-France,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JZSQ,35H Travail en journée Salaire brut : Annuel de 40000.0 Euros à 45000.0 Euros sur 12.0 mois,"Bonjour,

Nous recherchons un(e) Tech Lead Java - Montreuil pour une mission située à Montreuil (Télétravail 2 jours sur site + télétravail) avec un démarrage ASAP ; mission longue, d'une durée de 2..."
Ingénieur Infrastructure Cloud Azure (H/F),Informatique / Télécommunication,LYNX RH,Île-de-France,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JZCM,35H Travail en journée Salaire brut : Annuel de 50000.0 Euros à 60000.0 Euros sur 12.0 mois,"Lynx RH Essonne, cabinet de recrutement en CDI, CDD et Intérim, recherche pour l'un de ses clients un Ingénieur Infrastructure Cloud Azure H/F à proximité de Bondoufle (91).


Vos missions:
Au sein..."
Business Développeur (H/F),Informatique / Télécommunication,TEAM CDI,Île-de-France,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JZCD,35H Travail en journée Salaire brut : Annuel de 28000.0 Euros à 38000.0 Euros sur 12.0 mois,"Vous allez devoir Développer les activités commerciales, prospecter et rechercher des opportunités dans le but d'augmenter le chiffre d'affaires du Groupe. Assurer le relationnel avec le..."
Technicien Informatique (H/F),Informatique / Télécommunication,TEAM CDI,Bourgogne-Franche-Comté,Intérim,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JYZK,35H Travail en journée Salaire brut : Horaire de 12.0 Euros à 15.0 Euros sur 0.0 mois,"Intégrez notre équipe de techniciens informatique, pour assurer le dépannage  des matériels et l'organisation des enlèvements et réinstallations chez nos clients Professionnels et particuliers...."
Responsable  Technicien Informatique (H/F),Informatique / Télécommunication,TEAM CDI,Bourgogne-Franche-Comté,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JYYC,39H Travail en journée Salaire brut : Horaire de 13.0 Euros à 16.0 Euros sur 0.0 mois,"Objectif : 
Promouvoir les nouveaux services aux professionnels de votre base de données client et dans votre zone de chalandise 
- Services et abonnements téléphonie IP (accompagnement technique et..."
Technicien Systèmes et Réseaux (H/F),Informatique / Télécommunication,CONFLUENT INTERIM,Auvergne-Rhône-Alpes,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JXZQ,39H Travail en journée Salaire brut : Horaire de 13.0 Euros sur 0.0 mois,"Fidérim recrute pour une société dynamique et en pleine croissance, spécialisée dans les domaines de l'ingénierie informatique, de l'hébergement et des télécommunications. Ils accompagnent leurs..."
Directeur technique (H/F),Informatique / Télécommunication,EDITIONS TECHNIQUES POUR L'AUTOMOBILE ET,Île-de-France,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JXTB,35H Travail en journée Salaire brut : Mutuelle,"Infopro Digital, groupe B2B spécialisé dans l'information et la technologie, recherche actuellement un(e) Directeur Technique (CTO) en CDI pour renforcer l'équipe d'Eventmaker.

Eventmaker est une..."
Technicien informatique itinérant (H/F),Informatique / Télécommunication,JDC,Auvergne-Rhône-Alpes,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JXRC,35H Autre Salaire brut : Annuel de 22000.0 Euros à 25000.0 Euros sur 12.0 mois,"QUI SOMMES NOUS ?

JDC SA, c'est avant tout le fruit d'une expertise métier depuis 35 ans et l'aboutissement d'une implantation nationale forte de plus de 1000 collaborateurs au sein de 42 agences,..."
Consultant ERP F/H (H/F),Informatique / Télécommunication,GROUPE SAMSIC,Bretagne,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JXDQ,35H Autre Salaire brut : Annuel de 40000.0 Euros à 50000.0 Euros sur 12.0 mois,"Rattaché(e) au Directeur de Projet ERP et au DSI, dans le cadre du changement d'ERP Groupe, vos missions consisterons à  :

*Contribuer à la mise en place du nouvel ERP groupe (IFS), et être force de..."
ASSISTANT ADMINISTRATIF 543H (h/f),Informatique / Télécommunication,IZIWORK,Île-de-France,Intérim,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JWRV,35H Travail en journée Salaire brut : Annuel de 26000.0 Euros à 30000.0 Euros sur 12.0 mois,"Iziwork est une agence d'intérim digital qui sélectionne les meilleures missions pour les centaines de milliers de Français qu'elle a déjà séduit.

Postulez en quelques minutes, gérez votre contrat..."
Administrateur Système et Réseaux (H/F),Informatique / Télécommunication,BIHR,Grand Est,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JWLC,35H Travail en journée Salaire brut : Participation/action,"Vous faites partie d'une équipe internationale d'experts concevant, mettant en œuvre et maintenant notre infrastructure informatique. Vous veillez à ce que cette infrastructure fonctionne au plus..."
Commercial IT H/F (H/F),Informatique / Télécommunication,SYNOVO GROUP,Grand Est,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JWJW,35H Travail en journée Salaire brut : Annuel de 30000.0 Euros à 32000.0 Euros sur 12.0 mois,"Et si vous rejoigniez une entreprise strasbourgeoise dynamique et en pleine croissance ?

SYNOVO GROUP est une société à taille humaine relevant de nombreux défis depuis plus de 10 ans, et dont les..."
Développeur Java / Liferay (H/F),Informatique / Télécommunication,ZONOVA,Grand Est,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JVNX,35H Autre Salaire brut : Annuel de 38000.0 Euros à 52000.0 Euros sur 12.0 mois,"A propos du poste

Tu intègres une DSI dynamique de plus de 100 collaborateurs, située à Strasbourg et facilement accessible en transports en commun. Les bureaux modernes et conviviaux offrent un..."
Développeur PHP Symfony (H/F),Informatique / Télécommunication,GROUPAGORA,Provence-Alpes-Côte d'Azur,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JVKS,35H Travail en journée Salaire brut : Annuel de 45000.0 Euros à 50000.0 Euros sur 12.0 mois,"Vous cherchez une société dans laquelle votre sens du service et vos compétences seront reconnus ?

Un cadre de travail agréable facilement accessible et pourvu de services de qualité ?

Notre..."
Développeur Java - PL/SQL (H/F),Informatique / Télécommunication,ZONOVA,Grand Est,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JVHY,35H Travail en journée Salaire brut : Annuel de 40000.0 Euros à 52000.0 Euros sur 12.0 mois,"A propos du poste

Intégré(e) à une équipe d'une dizaine de personnes, tu travailleras sur des projets stratégiques axés sur la sécurité. Les équipes de développement adoptent une approche centrée..."
Administrateur / Administratrice systèmes et réseaux,Informatique / Télécommunication,MULTISERVICES PRO,Île-de-France,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JTYJ,35H Travail en journée Salaire brut : Mensuel de 1950.0 Euros à 1951.0 Euros sur 12.0 mois,Nous recherchons un(e) administrateur (trice) réseau pour assurer les installations informatiques chez nos clients.
Manoeuvre / Ouvrier TP - BTP (F/H),Installation / Maintenance,ADEQUAT INTERIM,Grand Est,Intérim,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCNW,35H Travail en horaires décalés Salaire brut : Mensuel de 1802.0 Euros à 1833.0 Euros sur 12.0 mois,"Mission courte durée selon profil

Ne laissez pas votre carrière en chantier : votre Agence Adéquat Châlons en Champagne recrute des futur(e)s Manoeuvres / Ouvriers TP - BTP (F/H).

Activité..."
Mécanicien Maintenance H/F,Installation / Maintenance,ADEQUAT INTERIM,Grand Est,Intérim,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCNR,35H Travail en horaires décalés Salaire brut : Mensuel de 1833.0 Euros à 2250.0 Euros sur 12.0 mois,"Notre agence Adéquat MULHOUSE recrute un MECANICIEN MAINTENANCE pour une mission évolutive située à Pulversheim

Vos futures missions :

-Préparation des intervention
-Prise connaissance..."
Agent de maintenance bâtiment H/F,Installation / Maintenance,ADEQUAT INTERIM,Pays de la Loire,Intérim,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCNG,35H Travail en horaires décalés Salaire brut : Mensuel de 1833.0 Euros à 2250.0 Euros sur 12.0 mois,"Notre agence Adéquat ANGERS recrute un agent de maintenance bâtiment F/H pour son client, un centre commercial sur Angers .

Vos futures missions :

- Maintenance multi techniques du site (petits..."
Technicien de maintenance en robot de traite H/F,Installation / Maintenance,ADEQUAT INTERIM,Bretagne,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCNC,35H Travail en horaires décalés Salaire brut : Mensuel de 2250.0 Euros à 2750.0 Euros sur 12.0 mois,"Notre agence Adéquat grand fougeray recrute un Technicien de maintenance pour une mission évolutive située à Pléchatel pour son client spécialisé en agricole.

Vos futures missions :
- montages et..."
GESTIONNAIRE DE PARC  H/F,Installation / Maintenance,ADEQUAT INTERIM,Auvergne-Rhône-Alpes,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCMK,35H Travail en horaires décalés Salaire brut : Mensuel de 2250.0 Euros à 2750.0 Euros sur 12.0 mois,"Notre agence Adéquat de Montélimar recrute un GESTIONNAIRE DE PARC (H/F) pour une entreprise issu du secteur BTP/TP.

Vos missions:

 * Assurer la gestion administrative du parc automobile ainsi que..."
Technicien de maintenance CVC dans le tertiaire (H/F),Installation / Maintenance,AXINTERIM,Pays de la Loire,Intérim,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCJX,35H Travail en journée Salaire brut : Annuel de 21622.0 Euros à 26622.0 Euros sur 12.0 mois,"Aquila RH à Aizenay est une agence spécialisée dans le travail temporaire, CDD et CDI.

Notre engagement, notre proximité et notre transparence envers vous font notre différence. Nous mettons tout en..."
Mécanicien vehicules (H/F),Installation / Maintenance,PARTNAIRE,Bretagne,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCJP,35H Autre Salaire brut : Annuel de 22000.0 Euros à 40000.0 Euros sur 12.0 mois,"Votre agence Partnaire d'Auray est à la recherche d'un(e) Mécanicien véhicule (H/F) en CDI pour notre partenaire, spécialiste dans le commerce de voitures et de véhicules automobiles légers.

Ce..."
Electromécanicien,Installation / Maintenance,CRIT INTERIM,Provence-Alpes-Côte d'Azur,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCFS,37H Travail en journée Salaire brut : Annuel de 30000.0 Euros à 35000.0 Euros sur 12.0 mois,"Dans le cadre du développement de son activité, nous recherchons pour notre client, spécialisé dans le secteur de la blanchisserie, un Electromécanicien itinérant en CDI. 
Poste basé au Muy. 

En..."
Technicien de maintenance industrielle (H/F),Installation / Maintenance,AQUILA RH,Nouvelle-Aquitaine,Intérim,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCDX,35H Travail en journée Salaire brut : Annuel de 25000.0 Euros à 40000.0 Euros sur 12.0 mois,"Aquila RH Lot-et-Garonne : là où vos compétences rencontrent nos opportunités.
Agence de recrutement en intérim, CDI, CDD, spécialisée dans le domaine de l'industrie, du transport, du BTP et de la..."
Electromécanicien H/F (H/F),Installation / Maintenance,BRAWO,Grand Est,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCDR,35H Travail en journée Salaire brut : Annuel de 25000.0 Euros à 35000.0 Euros sur 13.0 mois,"En tant qu'électromécanicien, vous serez responsable de la maintenance préventive et curative des équipements électromécaniques et du matériel roulant. Vos missions principales incluront la détection..."
Mécanicien / Mécanicienne automobile (H/F),Installation / Maintenance,FEU VERT,Nouvelle-Aquitaine,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCDJ,35H Autre Salaire brut : Selon profil,"Vos activités principales sont :
- Révision, pneumatiques, suspensions, freinage, 
- VIDANGES, PRESTATIONS SERVICE RAPIDE 

Activité du lundi au samedi
Horaires : amplitude de 9h00 à 19h00"
Mécanicien automobile service rapide (H/F),Installation / Maintenance,AQUILA RH,Auvergne-Rhône-Alpes,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCDF,35H Travail en journée Salaire brut : Horaire de 12.0 Euros à 14.0 Euros sur 12.0 mois,"""Vous avez un moteur qui tourne à plein régime et un amour inébranlable pour les voitures ?

Tout d'abord, je suis Emmanuelle de l'agence AQUILA RH, spécialisée dans les métiers de..."
Électrotechnicien / Électrotechnicienne de maintenance sur radars (H/F),Installation / Maintenance,CONNECTT GRAND EST,Grand Est,Intérim,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KCCG,35H Travail en journée Salaire brut : Horaire de 12.0 Euros à 15.0 Euros sur 0.0 mois,"Dans le cadre de son développement et de l'acquisition de nouveaux marchés, notre client, acteur majeur dans la maintenance, l'exploitation, la réhabilitation, le déploiement et la conception..."
Manutentionnaire aéronautique (H/F),Installation / Maintenance,78 - TOUSSUS LE NOBLE,Île-de-France,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBZK,35H Autre Salaire brut : Mensuel de 2050.00 Euros sur 12 mois,"Votre mission : 

Assistance au déplacement des aéronefs sur les aires de circulation
Réception/départ avions
Effectuer les manoeuvres liées au déplacement des aéronefs (accrochage/décrochage..."
Mécanicien Motoculture (H/F),Installation / Maintenance,ATYPIQUE RH,Occitanie,Intérim,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBYQ,35H Travail en journée Salaire brut : Horaire de 13.0 Euros à 15.0 Euros sur 12.0 mois,Nous recherchons un Mécanicien Motoculture passionné pour une mission en intérim ou CDI dans le secteur de la motoculture. Rejoignez une équipe dynamique et évoluez dans un environnement...
Technicien de maintenance mécanique (H/F),Installation / Maintenance,AQUILA RH,Bretagne,Intérim,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBWT,35H Travail en journée Salaire brut : Horaire de 12.0 Euros à 12.0 Euros sur 12.0 mois,"AQUILA RH VANNES INDUSTRIE, agence de recrutement CDD, CDI et intérim, recherche un Technicien de maintenance mécanique (H/F).


Vos missions:
- Diagnostiquer et contrôler l'installation des..."
AGENT DE MAINTENANCE COLLEGE de Plougasnou (29) (H/F),Installation / Maintenance,CONSEIL DEPARTEMENTAL DU FINISTERE,Bretagne,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBWS,35H Travail en journée Salaire brut : Mensuel de 1900.0 Euros à 1967.0 Euros sur 12.0 mois,"Le Département du Finistère recrute un agent de maintenance pour son collège de Plougasnou du 06/01/2025 au 09/02/2025
Cette mission pourra être éventuellement renouvelée sur les périodes scolaires..."
Gestionnaire de flotte automobile,Installation / Maintenance,AMBULANCES DU COUDRAY,Île-de-France,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBWN,35H Travail en journée Salaire brut : Mensuel de 2800.0 Euros à 3500.0 Euros sur 12.0 mois,"Dans le cadre de notre développement d'activité de transport sanitaire, nous recherchons un / une gestionnaire de flotte H/F.
Vos missions :
- Prise d'appel, enregistrement et affectation des..."
Technicien de maintenance (F/H),Installation / Maintenance,EXPECTRA,Auvergne-Rhône-Alpes,Intérim,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBWG,35H Travail en journée Salaire brut : Annuel de 23500.0 Euros sur 12.0 mois,"Ce poste, basé à POISY est à pourvoir dans le cadre d'une mission d'une durée de 2 mois minimum avec possibilités de prolongation. 

La rémunération brute annuelle est à négocier selon votre..."
Chargé de maintenance (H/F),Installation / Maintenance,LT EVOLUTIONS,Auvergne-Rhône-Alpes,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBWD,35H Travail en journée Salaire brut : Annuel de 40000.0 Euros à 45000.0 Euros sur 12.0 mois,"Vous êtes à la recherche d'une nouvelle opportunité en maintenance et la polyvalence des tâches est importante pour vous ? La suite va vous plaire !


Vos missions:
LYNX RH Villefranche Sur Saône,..."
Directeur Opérationnel Multisites H/F (H/F),Marketing / Stratégie commerciale,SDH RECRUTEMENT,Occitanie,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBZB,40H Travail en journée Salaire brut : Annuel de 55000.0 Euros sur 12.0 mois,"SDH Recrutement, cabinet de conseil en Ressources Humaines recrute, pour son client spécialisé dans la maintenance, l'entretien et la commercialisation des véhicules  poids lourds et industriels un..."
Charge de clientele (H/F),Marketing / Stratégie commerciale,PROMAN,Hauts-de-France,Intérim,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185KBGD,35H Autre Salaire brut : Horaire de 12.14 Euros sur 12.0 mois,"Le poste :
L'agence d'intérim PROMAN Boulogne sur Mer recherche pour l'un de ses clients spécialisés dans l'énergie un CHARGE DE CLIENTELE H/F Au sein de la Cellule Pilotage des Activités (CPA), vous..."
Responsable du Développement Commercial - En alternance - BAC +3 (H/F),Marketing / Stratégie commerciale,ASS FORMAT DISTRI PRODUIT ELECTRO GD PUB,Auvergne-Rhône-Alpes,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JZWQ,35H Travail en journée Salaire brut : Mensuel de 774.77 Euros à 1801.8 Euros sur 12.0 mois,"Lieu de formation : CFA de Vénissieux 
Type de contrat : APPRENTISSAGE 
Durée de contrat : 12 mois / septembre 2025
Prérequis : BTS toutes séries, idéalement dans le domaine du commerce 
Rémunération..."
Responsable Commercial (H/F),Marketing / Stratégie commerciale,BMSO,Nouvelle-Aquitaine,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JZRR,35H Travail en journée Salaire brut : Mensuel de 2300.0 Euros à 2900.0 Euros sur 12.0 mois,"POINT P recrute un/une Responsable Commercial

Dans le cadre d'un remplacement, nous recrutons un(e) responsable commercial au sein de l'équipe de POINT P PESSAC BERSOL pour garantir la performance..."
Chef de produit marketing (F/H),Marketing / Stratégie commerciale,EXPECTRA,Île-de-France,Intérim,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JZJD,35H Travail en journée Salaire brut : Annuel de 41000.0 Euros sur 12.0 mois,"Quelles perspectives captivantes le rôle de Chef de produit marketing (F/H) vous réserve-t-il ?
En tant que responsable du déploiement d'un nouvel outil digital, vous contribuerez à optimiser la..."
Assistant service relations clients (H/F),Marketing / Stratégie commerciale,RS DEVELOPPEMENT,Provence-Alpes-Côte d'Azur,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JXGG,35H Travail en journée Salaire brut : Mensuel de 1850.0 Euros sur 12.0 mois,"L'ENTREPRISE
Créé en 2008, l'Institut RS est une entreprise d'environ 30 personnes, ayant à cœur de préserver ses valeurs humaines et la qualité des liens personnalisés entretenus en interne comme..."
Responsable développement / Business Developer,Marketing / Stratégie commerciale,CNRS MOY1100 ALPES,Auvergne-Rhône-Alpes,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JWJQ,38H30 Travail en journée Salaire brut : Mensuel de 2847.0 Euros sur 12.0 mois,"Dans le cadre du Pôle universitaire d'Innovation (PUI) FITInnovE du site Grenoble Alpes, les fondateurs (dont le CNRS) et les partenaires du PUI se sont engagés à augmenter l'impact économique de la..."
Technicien / Technicienne Conseil Promotion (H/F),Marketing / Stratégie commerciale,CCAS,Normandie,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JVRM,35H Autre Salaire brut : Mensuel de 1887.49 Euros sur 12.0 mois,"Situé à Caen, vous intégrez une équipe dynamique et serez sous la responsabilité du Responsable Conseil/Promotion de Normandie.

Vos missions seront les suivantes : 
- Assurer la permanence du..."
Chef de projet communication (H/F),Marketing / Stratégie commerciale,75 - PARIS 18,Île-de-France,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JVQT,35H Travail en journée Salaire brut : Annuel de 28000.0 Euros à 34000.0 Euros sur 12.0 mois,"Gestion de projets :
Recueillir et analyser les besoins des clients.
Définir les objectifs, la stratégie et le périmètre des projets.
Élaborer des propositions commerciales et des budgets.
Planifier..."
CUSTOMER SUCCESS MANAGER H/F (H/F),Marketing / Stratégie commerciale,CITOPIA,Grand Est,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JVDD,35H Travail en journée Salaire brut : Mensuel de 1850.0 Euros à 2000.0 Euros sur 12.0 mois,"Vous serez au cœur de la réussite de nos projets clients, en pilotant chaque étape avec expertise : de la gestion de projet au déploiement, tout en assurant un accompagnement personnalisé tout au..."
Space Business Manager (F/H),Marketing / Stratégie commerciale,FERCHAU FRANCE,Occitanie,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JTMM,39H Autre Salaire brut : Annuel de 30000.0 Euros à 60000.0 Euros sur 12.0 mois,"Être la bonne personne, au bon endroit, au bon moment. Chez FERCHAU, nous vous proposons de vous épanouir professionnellement sur des projets excitants, à long terme, au sein d'équipes à taille..."
Gestionnaire de commandes (H/F),Marketing / Stratégie commerciale,PARTNAIRE NOUVELLE AQUITAINE NORD,Nouvelle-Aquitaine,Intérim,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JTKS,37H Travail en journée Salaire brut : Horaire de 12.0 Euros à 13.0 Euros sur 12.0 mois,"Envie de prendre un nouvel envol ? Rejoignez un grand groupe dans l'aéronautique ! 
Notre client est un leader dans le monde aéronautique et n°1 dans la gestion du trafic aérien sur le marché..."
Manager de site ORNANS (H/F),Marketing / Stratégie commerciale,CRIT,Bourgogne-Franche-Comté,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JTKK,35H Travail en journée Salaire brut : Annuel de 30000.0 Euros à 35000.0 Euros sur 12.0 mois,"CRIT recrute pour son client dans le cadre du développement de son activité,  un(e) Manager (H/F) dans le domaine de la maintenance industrielle sur le secteur d'Ornans.

Pour ce poste vos missions..."
Merchandiseur 63 (H/F),Marketing / Stratégie commerciale,SALES FACTORY,Auvergne-Rhône-Alpes,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JSHD,35H Travail en journée Salaire brut : Mensuel de 2134.57 Euros sur 12.0 mois,"Aujourd'hui nous recrutons :

Un(e) MERCHANDISEUR dynamique et motivé(e) pour une mission d'un mois possiblement renouvelable à partir de janvier sur le secteur de CLERMONT FERRAND SUD 

Si vous êtes..."
Merchandiseur 63 (H/F),Marketing / Stratégie commerciale,SALES FACTORY,Auvergne-Rhône-Alpes,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JSFQ,35H Travail en journée Salaire brut : Mensuel de 2134.57 Euros sur 12.0 mois,"Aujourd'hui nous recrutons :

Un(e) MERCHANDISEUR dynamique et motivé(e) pour une mission d'un mois possiblement renouvelable à partir de janvier sur le secteur de CLERMONT FERRAND

Si vous êtes..."
Merchandiseur 78 (H/F),Marketing / Stratégie commerciale,SALES FACTORY,Île-de-France,CDD,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JSDD,35H Travail en journée Salaire brut : Mensuel de 2134.57 Euros sur 12.0 mois,"Aujourd'hui nous recrutons :

Un(e) MERCHANDISEUR dynamique et motivé(e) pour une mission du 2 janvier 2025 au 30 avril 2025
sur le département du 78

Si vous êtes passionné(e) par le merchandising..."
Conseiller(e) service client accueil téléphonique (H/F),Marketing / Stratégie commerciale,M.V.D.,Hauts-de-France,CDI,Temps plein,2024-12-12,https://candidat.pole-emploi.fr/offres/recherche/detail/185JRPR,35H Autre Salaire brut : Mensuel de 1900.0 Euros sur 13.0 mois,"Pour faire face à son développement, MVD médical recherche un(e) cinquième CONSEILLER(ERE) SERVICE CLIENTS.
MVD Médical est un acteur majeur régional du maintien à domicile depuis 20 ans. Depuis..."
